BIC_CODE,BIC_DESC
R911120,Gymnasium operation
R911202,Boating or yachting (participant)
R911203,Sporting club or association - water sports (employing participants)
R911205,Sporting club or association - cricket (employing participants)
R911206,Cricket playing (participant)
R911207,Athletics (participant)
R911208,Cycling (participant)
R911210,Golf playing (participant)
R911211,Sporting club or association - golf (employing participants)
R911212,Professional horse riding
R911215,Motorcycling (participant)
R911217,Sporting club or association - motorcycling (employing participants)
R911218,Motor racing (participant)
R911219,Sporting club or association - motor racing (employing participants)
R911220,Netball playing (participant)
R911221,Sporting club or association - netball (employing participants)
R911222,Sporting club or association - rugby (employing participants)
R911223,Rugby playing (participant)
R911225,Sporting club or association - rugby league (employing participants)
R911226,Rugby league playing (participant)
R911228,Skiing (snow) (participant)
R911230,"Softball, baseball playing (participant)"
R911232,Sports playing nec (participant)
R911235,Squash or badminton playing (participant)
R911238,Swimming (participant)
R911240,Tennis playing (participant)
R911241,Sporting club or association - racket sports (employing participants)
R911242,Water skiing (participant)
R911245,Race horse riding nec
R911246,Sporting club or association - athletics (no participants)
R911247,Sporting club or association - basketball (no participants)
R911248,Sporting club or association - boating or yachting (no participants)
R911250,Sporting club or association - cricket (no participants)
R911251,Sporting club or association - football (no participants)
R911252,Sporting club or association - rugby (no participants)
R911255,Sporting club or association - rugby league (no participants)
R911258,Sporting club or association - community sport nec (no participants)
R911260,Sporting club or association - cycling (no participants)
R911261,Sporting club or association - cycling (employing participants)
R911262,Sporting club or association - golf (no participants)
R911265,Sporting club or association - horse riding
R911268,Sporting club or association - motorcycling (no participants)
R911270,Sporting club or association - motor racing (no participants)
R911272,Sporting club or association - netball (no participants)
R911275,Sporting club or association - sport nec (employing participants)
R911278,Sporting club or association - skiing (snow) (employing participants)
R911280,"Sporting club or association - softball, baseball (no participants)"
R911282,"Sporting club or association - squash, badminton (no participants)"
R911285,Sporting club or association - swimming (no participants)
R911287,Sporting club or association - swimming (employing participants)
R911288,Sporting club or association - tennis (no participants)
R911290,Sporting club or association - water skiing (no participants)
R911292,Sporting club or association - football (employing participants)
R911293,Sporting club or association - basketball (employing participants)
R911294,Basketball playing (participant)
R911295,Football playing (participant)
R911298,Sporting club or association - athletics (employing participants)
R911305,Billiard saloon operation
R911310,Bowling alley operation - tenpin
R911315,Bowling green operation
R911320,Golf course or practice range operation nec
R911325,Netball court or facility operation
R911330,Race course or track operation (excluding horse or dog racing) nec
R911335,Skating rink operation
R911340,Ski field operation
R911345,Speedway operation
R911350,Sports ground operation nec
R911353,Sports venue operation nec
R911355,Squash court operation
R911360,Swimming pool operation
R911365,Tennis court operation
R911405,"Sports administration service - boating, yachting (no participants)"
R911410,Sports administration service - cricket (no participants)
R911415,Sports administration service - rugby (no participants)
R911420,Sports administration service - rugby league (no participants)
R911425,Sports administration service - community sport nec (no participants)
R911430,Sports administration service - cycling (no participants)
R911435,Sports administration service - golf (no participants)
R911440,Sports administration service - horse riding
R911445,Sports administration service - motorcycling (no participants)
R911450,Sports administration service - motor racing (no participants)
R911455,Sports administration service - netball (no participants)
R911460,Sports administration service - professional sport nec (no participants)
R911465,Sports administration service - skiing (snow) (no participants)
R911470,"Sports administration service - softball, baseball (no participants)"
R911475,"Sports administration service - squash, badminton (no participants)"
R911480,Sports administration service - swimming (no participants)
R911485,Sports administration service - tennis (no participants)
R911490,Sports administration service - water skiing (no participants)
R911491,Sports national governance bodies - cricket
R911492,Sports national governance bodies - football
R911493,Sports national governance bodies - motorcycling
R911494,Sports national governance bodies - rugby
R911495,Sports and service to sports - sport nec (no participants)
R911496,Sports national governance bodies - rugby league
R912110,Horse or dog racing club operation including national controlling bodies
R912120,Race course or track operation - dog racing
R912130,Race course or track operation - harness racing
R912140,Race course or track operation (horse racing)
R912910,Dog racing
R912920,Dog training - for racing
R912930,Horse racing - harness racing
R912940,Horse racing nec
R912950,Race horse driving - harness racing
R912960,Race horse training - harness racing
R912970,Race horse training nec
R912980,Racing stables nec
R913105,Amusement arcade centre
R913110,Amusement centre
R913120,Amusement park operation
R913125,Flight or driving simulator operation - mainly amusement
R913130,Merry-go-round operation
R913905,Black water rafting
R913910,Bungy jump operation
R913915,Caving operation
R913920,Dance hall or studio operation
R913930,Dive boat tour
R913940,Fishing guide service
R913945,Fishing instruction service
R913950,Guiding service operation - outdoor pursuits
R913955,Jet boat tour operation
R913960,Horse trekking operation
R913970,Mountain guide services
R913973,Outdoor adventure operation nec
R913977,Recreational activity nec
R913980,White water rafting tour - inland waters
R913985,White water recreation activities
R913990,Alpine recreation activities
R920110,Casino operation
R920210,Football pool operation
R920220,Lottery agency operation
R920230,Lottery operation
R920910,Gambling services nec
R920920,Totalisator agency operation
S941110,Auto-electrical services
S941120,Automotive servicing - electrical repairs
S941130,"Car radio, CD or DVD-player installation and repair"
S941210,Motor trimming
S941220,Motor vehicle body repairing
S941225,Motor vehicle restoration (interior and exterior only)
S941230,Motor vehicle rust proofing
S941240,Motor vehicle washing or cleaning service
S941250,Panel beating
S941260,Smash repairing
S941270,Spray painting - motor vehicle
S941280,Windscreen repairing
S941910,Automotive servicing - general mechanical repairs
S941920,Engine reconditioning - customised
S941930,Motor vehicle clutch or brake repairing
S941940,Motor vehicle conversion
S941950,Motor vehicle radiator repairing
S941955,Motor vehicle restoration nec
S941960,Motorcycle or scooter repairing
S941970,Muffler and exhaust system repairing - automotive
S941980,Small engine - repair and servicing
S941990,"Transmission or gearbox assembly, motor vehicle reconditioning or rebuilding"
S942110,Gas appliance repair
S942120,Household appliance repairing
S942130,Repairing household electrical appliance
S942140,Repairing household electronic equipment
S942210,Computer maintenance service - including peripherals
S942220,Measuring equipment repair and maintenance
S942230,Medical and surgical equipment repair and maintenance
S942240,Meteorological instrument repair and maintenance
S942250,Navigation instrument (including radar and sonar) repair and maintenance
S942260,Office machine repair and maintenance
S942270,Optical instrument (including microscopes and telescopes) repair and maintenance
S942280,Photographic (including camera) equipment repair
S942290,Precision equipment calibration
S942905,Brewery equipment maintenance
S942910,Elevator repair and maintenance
S942913,Equipment repair and maintenance nec
S942915,Escalator repair and maintenance
S942920,Fire extinguisher servicing
S942925,Heavy plant maintenance operation
S942927,Machinery repair and maintenance nec
S942930,"Outboard motor, repair and servicing"
S942935,Poker machine - electronic maintenance
S942940,Repairing household non-electrical and personal good
S942945,Saw sharpening service
S942950,Shopping trolley repair and maintenance
S942955,Supermarket trolley repair and maintenance
S942960,Transport container repair or refurbishing
S942965,Welding repair service
S949105,Clothing repair
S949110,Footwear repairing
S949910,Key cutting or duplicating service
S949920,Leather good repairing - except apparel
S949930,Repair and maintenance nec
S949940,Sports equipment repair
S951105,Barber shop
S951110,Beauty salon operation
S951115,Epilation service
S951120,Hair restoration service - except by registered medical practitioner or cosmetic
S951125,Hair restoration service - cosmetic
S951130,Hairdressing service
S951135,Manicure service
S951140,Pedicure service
S951145,Solarium - sun tanning operation
S951150,Sun tanning salon operation
S951210,Weight reducing service
S952010,Cemetery operation
S952020,Crematorium operation
S952030,Funeral directing
S952040,Undertaking
S953110,Baby napkin hire service
S953120,Carpet cleaning service
S953130,Clothes ironing service
S953140,Curtain cleaning service
S953150,"Dry cleaning service, agency"
S953160,Laundry agency operation
S953170,Laundry service
S953180,Linen hire service
S953190,Self-service laundry operation
S953205,Digital photograph processing
S953210,Photographic film processing
S953310,Car park operation
S953320,Parking station operation
S953410,Brothel keeping
S953420,Escort agency service
S953425,Massage parlour operation
S953430,Massage service nec
S953440,Prostitution services
S953905,Animal or pet boarding
S953910,Astrology service
S953915,Boarding kennels
S953920,Child minding service - in the home
S953925,Dog grooming
S953930,Fortune telling service
S953935,Genealogy service
S953940,Introduction agency service
S953942,Life coach
S953945,Marriage celebrant
S953950,Personal health and fitness trainer
S953955,Personal service nec
S953960,Tattooing and piercing service
S953965,Turkish bath operation
S953970,Personal stylist service
S954010,Church operation
S954020,Religious organisation operation - except units mainly engaged in the provision of goods or services which are primary to other industries
S955110,Business association
S955120,Professional association
S955130,Trade association operation - except trade union
S955210,Industrial union operation
S955220,Trade union operation
S955910,Animal shelter operation
S955920,Automobile association operation
S955930,"Club - not licensed, for promotion of community or sectional interest nec"
S955940,Community based multifunctional activity nec
S955950,Consumers association operation
S955960,Interest group nec
S955970,Political party operation
S955980,Society operation (for the promotion of community or sectional interest) nec
S955990,Welfare fund raising
S960110,Domestic service nec - on a contract or fee basis
S960120,Private household employing staff
